path=addoninfo.txt crc=BC0663F5 size=139B size_in_bytes=139
path=postprocess/postprocess_filmic_pool_day_cs16.vpost_c crc=BBA038FE size=130.32KB size_in_bytes=133443
path=postprocess/postprocess_filmic_underwater.vpost_c crc=84C5D343 size=130.31KB size_in_bytes=133433
path=resource/overviews/ar_pool_day.txt crc=3E9F36AF size=100B size_in_bytes=100
path=scripts/propdata.vdata_c crc=4B5B3577 size=3.09KB size_in_bytes=3167
path=soundevents/soundevents_addon.vsndevts_c crc=D6C3F75C size=3.91KB size_in_bytes=4003
path=sounds/pool_day/buoy_break_large_mattress.vsnd_c crc=40257D07 size=386.59KB size_in_bytes=395873
path=sounds/pool_day/buoy_break_medium_bubbles_01.vsnd_c crc=5E9D1C8A size=100.44KB size_in_bytes=102846
path=sounds/pool_day/buoy_break_medium_frog_01.vsnd_c crc=433647B2 size=108.69KB size_in_bytes=111298
path=sounds/pool_day/buoy_break_medium_frog_02.vsnd_c crc=EE55CFFB size=84.57KB size_in_bytes=86602
path=sounds/pool_day/buoy_break_medium_frog_03.vsnd_c crc=A6C32052 size=84.57KB size_in_bytes=86602
path=sounds/pool_day/buoy_break_medium_toy_squeak_01.vsnd_c crc=E0B7FDFB size=102.56KB size_in_bytes=105026
path=sounds/pool_day/buoy_break_medium_toy_squeak_02.vsnd_c crc=527F58C8 size=140.24KB size_in_bytes=143606
path=sounds/pool_day/buoy_break_medium_toy_squeak_03.vsnd_c crc=36A4D8EA size=84.57KB size_in_bytes=86602
path=sounds/pool_day/buoy_break_small.vsnd_c crc=9B77325F size=46.31KB size_in_bytes=47420
path=sounds/pool_day/clock_progress_completed.vsnd_c crc=9E062924 size=117.24KB size_in_bytes=120058
path=sounds/pool_day/clock_progress_fast_forward.vsnd_c crc=FA832B91 size=454.08KB size_in_bytes=464974
path=sounds/pool_day/clock_progress_rewind.vsnd_c crc=6BD11879 size=424.23KB size_in_bytes=434416
path=sounds/pool_day/clock_progress_stopped.vsnd_c crc=4CFEB1C6 size=54.34KB size_in_bytes=55646
path=sounds/pool_day/cs16_flush.vsnd_c crc=8C60B672 size=71.58KB size_in_bytes=73298
path=sounds/pool_day/cs16_urinal.vsnd_c crc=7119F500 size=38.88KB size_in_bytes=39809
path=sounds/pool_day/diving_board_bounce_01.vsnd_c crc=0CDFE528 size=59.07KB size_in_bytes=60486
path=sounds/pool_day/diving_board_bounce_02.vsnd_c crc=039C9C84 size=41.79KB size_in_bytes=42788
path=sounds/pool_day/diving_board_bounce_03.vsnd_c crc=2E2FA676 size=51.52KB size_in_bytes=52756
path=sounds/pool_day/diving_board_bounce_04.vsnd_c crc=D7FB29A6 size=56.60KB size_in_bytes=57962
path=sounds/pool_day/diving_board_bounce_05.vsnd_c crc=A524858E size=60.98KB size_in_bytes=62444
path=sounds/pool_day/diving_board_bounce_06.vsnd_c crc=DBF67E46 size=50.58KB size_in_bytes=51792
path=sounds/pool_day/locker_door_close_01.vsnd_c crc=DCA8058A size=143.98KB size_in_bytes=147438
path=sounds/pool_day/locker_door_close_02.vsnd_c crc=1645E083 size=111.06KB size_in_bytes=113730
path=sounds/pool_day/locker_door_close_03.vsnd_c crc=0C03273A size=146.25KB size_in_bytes=149757
path=sounds/pool_day/locker_door_open_01.vsnd_c crc=9F9B2D74 size=212.94KB size_in_bytes=218054
path=sounds/pool_day/locker_door_open_02.vsnd_c crc=ACF07986 size=170.85KB size_in_bytes=174946
path=sounds/pool_day/locker_door_open_03.vsnd_c crc=7A4B9A2C size=203.13KB size_in_bytes=208010
path=sounds/pool_day/mechanical_switch_01.vsnd_c crc=7B27AF50 size=10.21KB size_in_bytes=10450
path=sounds/pool_day/mechanical_switch_02.vsnd_c crc=89E855D5 size=15.33KB size_in_bytes=15698
path=sounds/pool_day/mechanical_switch_03.vsnd_c crc=17D5C8CF size=16.44KB size_in_bytes=16832
path=sounds/pool_day/mechanical_switch_04.vsnd_c crc=8BE06795 size=8.52KB size_in_bytes=8724
path=sounds/pool_day/mechanical_switch_05.vsnd_c crc=52F83A79 size=10.03KB size_in_bytes=10272
path=sounds/pool_day/mechanical_tick_01.vsnd_c crc=87E637E2 size=8.38KB size_in_bytes=8582
path=sounds/pool_day/mechanical_tick_02.vsnd_c crc=8CF10E6B size=7.16KB size_in_bytes=7330
path=sounds/pool_day/mechanical_tick_03.vsnd_c crc=044FE6DD size=8.17KB size_in_bytes=8362
path=sounds/pool_day/mechanical_tick_04.vsnd_c crc=BD4DAC37 size=9.57KB size_in_bytes=9796
path=sounds/pool_day/mechanical_tick_05.vsnd_c crc=CD0B00DD size=9.08KB size_in_bytes=9294
path=sounds/pool_day/mechanical_tick_06.vsnd_c crc=03D8FE9F size=8.39KB size_in_bytes=8596
path=sounds/pool_day/mechanical_tick_07.vsnd_c crc=9729DA6A size=8.11KB size_in_bytes=8306
path=sounds/pool_day/shower_button_pressed_01.vsnd_c crc=3240C3B2 size=228.00KB size_in_bytes=233470
path=sounds/pool_day/shower_button_pressed_02.vsnd_c crc=60E489F4 size=247.71KB size_in_bytes=253658
path=sounds/pool_day/shower_button_pressed_03.vsnd_c crc=B7BB427C size=187.35KB size_in_bytes=191846
path=sounds/pool_day/teleport_to_cs16.vsnd_c crc=8C017617 size=968.71KB size_in_bytes=991954
path=sounds/pool_day/teleport_to_cs2.vsnd_c crc=247CDB54 size=523.19KB size_in_bytes=535747
path=sounds/pool_day/toilet_flush_01.vsnd_c crc=DA3490AA size=339.44KB size_in_bytes=347590
path=sounds/pool_day/toilet_flush_02.vsnd_c crc=DF6B3996 size=559.99KB size_in_bytes=573434
path=sounds/pool_day/toilet_flush_03.vsnd_c crc=3C5C444E size=559.99KB size_in_bytes=573434
